msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
LCKQU7iaQkTllOyrHEeqUUagFT6nU4Fh5AbloD7qbEQ=,41,30,129,129,1,20161127,20161227,0
u2Fsye2DppvHTklJWIbQ/aIDZEG7MIvdOr7j9Ldtcb0=,40,30,149,149,1,20170218,20170317,0
rHj82w6j4BGllbNGayyfwuTRtWhUfgP+lDqIAqAKDiw=,41,30,99,99,1,20160826,20160926,0
nycv/Od+h9gMlf9WnruXQ8Hg8rcprJZGe8qGcgI8Tms=,41,30,99,99,1,20170215,20170316,0
UMS/OoaX83A0o571xdG2qnlrSlxuRqUCT/1GoBxqh/o=,41,30,99,99,1,20160907,20161007,0
p93BUha0Nf3TMK7BHos/pzhhBQRISSFSwHvVqg2UNsw=,41,30,149,149,1,20170103,20170204,0
a+vJkoKsWPlJsKM5bXRVI9jlu65H5Oj0Rm+3ng4C2Mo=,40,30,149,149,1,20160621,20160720,0
WHmwoK5CZ+JY9jiDqUZvd+pWdZtKAF+0fL8InTihlmg=,40,30,149,149,1,20161008,20161114,0
dWAMjdhsYOsEDutOzirEV/p9J33zEXyB0o1U1pbW0+E=,32,180,536,536,0,20160805,20170202,0
YaKoiO1o5FLRIBFZyX0gLlR6E/1ncYqHUJakDP70pVI=,41,30,99,99,1,20160706,20160806,0
l+Eq/p1RS+jrq85ivPA4zwfPdL10g3VCRNg/JwIylN0=,41,30,99,99,1,20160705,20160806,0
/h1+nMTx9+vu24p9azy11rBfGVTaV3B5wrf5IpPESnM=,41,30,99,99,1,20160616,20160716,0
dtrJM9oMaUnBSCZ0E5DhowOfoyxEj000mx7thVJMT1M=,38,30,149,149,0,20160112,20160211,0
HlLLd4/k4yxigZgjGLz24vNU7j1e8Rs6PXHX3XNHMyk=,41,30,99,99,1,20160927,20161027,0
/Ctqw1ik98BKwtHXJHA92phOmm07Vhl0iZEvjR15UkM=,41,30,149,149,1,20160402,20160503,0
lQ95MuMoIWqxnbqNODUdL6pgjUkX+18366ih6w9H6O8=,41,30,129,129,1,20160301,20160401,0
eC8vG6Ppt+WPnl9UQII5bIvGRRjttGdAvd6mEDqnJvU=,36,30,150,150,0,20150913,20151013,0
U+rBL1jDIM+b8VyqsXGSjShQh9yUVonHTUl1WVAelc4=,40,30,149,149,1,20150628,20150728,0
em/KMt7bezbtHjWrq5e+fNysPp4sacXuB65dIIWSva8=,37,30,149,149,1,20150517,20150619,0
+OO+VZpqaW1xqj81NFcgywuAIi6WkfgT5eE0k6I9SqE=,41,30,149,149,1,20150521,20150621,0
4+v2GZMMFZ0BxBN69tEe29OlwfCfVe/vxmVuulhteaU=,37,30,149,149,1,20150522,20150628,0
RDv0CNC4RIAbYiqxhMZhak6tFjlRTzgtb4sZgmNuTjY=,41,30,149,149,1,20150216,20150415,0
cGpNNoB+xWF2/fvazX6iQAVwqqvKTGYIJie0RoCKdNI=,41,30,149,119,1,20150123,20150223,0
pzsHQBHm0IotwZ5gDLd62Sa4XV2HvMuZ6HxtQVZ2+XQ=,40,30,149,149,1,20161110,20161209,0
6LJraoJm/AT4/iEnJO63vbdO3KQRoTDCIseVssqVmF8=,37,30,149,149,1,20161021,20161125,0
OGUpmopbltxlnY4PREo6WqLcAHdA9LjxTthXCLpXOm0=,41,30,149,149,1,20161108,20161209,0
tbEILDnB3nOEfGnYfMu2i6HSQANccuVWSKOCGUK1WrE=,41,30,99,99,1,20161113,20161213,0
iUmGSY6OlcYsQUZsPRQtqH8DfSqKxnmjMdTnzI5ZQgY=,41,30,99,99,1,20161113,20161213,0
cxMRm3FPW7KhfkV5LGGEQy/vtCENPFVGxLOqZ+hEhIw=,41,30,149,149,1,20161023,20161123,0
Gu0dFFvo69itlphbI4VZIstt/fUXcnTz/S3FMO9rUJQ=,41,30,99,99,1,20161219,20170119,0
2cFJ8tXLhH+utCCdOErPPtuhDfbdMv97RPcJUXvOElc=,40,30,149,149,1,20150607,20150706,0
1K7ViyD+QcyRRhgnQLhWcBxFWHDPhdLbOuk6BNDkX1U=,36,30,180,180,1,20170113,20170212,0
4LrhlM6fRikXi+PRSW4ouDzy2Yyi3ggcAZL3Cyz4mbQ=,27,30,149,149,1,20160627,20160726,0
h4govcxveaZhUtoteM3S6REJfF/Kx7FT4NOMDNIGR8g=,41,30,149,149,1,20160405,20160505,0
pApKCxxse2s8V6bikjgp4A13IE6w1aKDwhEZwn1j/nQ=,40,30,149,149,1,20160709,20160809,0
WSgE+F3fixDeIUYkDZIRYibCjzBi7Vz6qARid4Z6+0Q=,37,30,149,149,1,20160917,20161016,0
gogvMqSNuw0xrA31/uhcrivhDkboVx7JvaL16LJXPBE=,41,30,99,99,1,20160508,20160608,0
Mz7IXORa3lCpGq5TOvLHx6WNA4lFTT+AIcd87o/Rup8=,40,30,149,149,1,20160517,20160616,0
mDAU2ehTK2L6hZzlM7V5RgGgBcUAFm1wxXDJnaqV99A=,40,30,149,149,1,20160513,20160613,0
s7miukSXVQwbTba8EtR3L/bDmyWKYXcXXE7aRg8XCuM=,37,30,149,149,1,20160321,20160422,0
n6Rgx86g1/aMr3YiSFR0acltf70wV2A485QQrLKQhrQ=,36,30,180,180,0,20160614,20160714,0
wm4oiaIcMBCEO6GNzboPGYMT+mYnM8KWgwFpbYAGyFY=,41,0,0,149,1,20150501,20150601,0
0CTK90o810saZzG55tiFOSWfbneczVyH+VV/JEtlcM8=,41,30,149,149,1,20151218,20160118,0
yOVMV3l+X0D2NzkqLyRNQK8YMLw8dnqvAz3wDv8mI5M=,38,30,149,149,0,20151009,20151108,0
M8rnAsgdNsqo9+iTcfFRThdCseIGlAFkwikyXd5Pg5Y=,36,30,180,180,0,20170214,20170317,0
dfjBHNPX+qZb5O39bCFQFCsu9QNmIHeBGxV22rAOBR8=,40,30,149,149,1,20150720,20150825,0
bGhnjsngyCHgjXkdQWLYW55XCNrDmdN+akqjwHC4bhw=,40,30,149,149,1,20150528,20150627,0
socn1A6sNGOHWjYj+nhZmkkGv1Rrx8OlKGWtc10ZmkA=,41,30,149,119,1,20150705,20150805,0
NplUuzHicJxcBhPwFOsf1JdQmDCoUhCPgxZH31W0aX8=,41,30,149,149,1,20150722,20150822,0
zXZSudeHwCZa8Znlk4FDtmChmKDWt8YuG4ORjObDEEs=,41,30,129,129,1,20150310,20150411,0
fE9kFIWj0xCBveJdDG/Wrd+dOPDCdLBwpJouMbkzSyo=,41,30,149,119,1,20150304,20150404,0
yk/TFEjhF5R1X22rRThbM/Ocinf4XqPqHs311kTptS8=,41,30,99,99,1,20170216,20170316,0
MkCKDZhTOEutpLO8WGeV3QLVw6d/f8SLAH9kM7zngkI=,37,30,149,149,1,20161103,20161203,0
tPeWX/nNd0HPjcx3M/EVXPu0mbSZsfWxA3kpuuzmnwA=,41,30,99,99,1,20170105,20170205,0
hF/9NWI2DzazH00esk7SCsx6/khQ2fZEA+QXcCREmUI=,38,7,0,0,0,20170105,20170112,0
EGpP6r7+oTyACSQW2JS6T9FTwr6oDMezOdAgH42+4B4=,41,30,149,149,1,20161115,20161216,0
x/lOCYz0BTm3VY4ZMluJf+yo+PGO97ya5ZOnuSqOxMY=,29,30,180,180,0,20170213,20170315,0
P1NWVFth3IE2fWF1ZhA/e5E3WfdNhbOoSoPddIl+kI8=,33,30,149,149,1,20170228,20170331,0
OlUAbSh6U4LWcHVV/EBvMA4M2q+vm9PmTRmSlp8hFlc=,41,30,99,99,1,20170228,20170331,0
KKc19mECChaTyYCWDE3TWrcBK6OV74/NJAxGbBmsR9E=,34,30,149,149,1,20170131,20170228,0
g1i/XfI0JFvPbC8x+dMDbyMVtMS7Fp/m6prJUEWuRBk=,34,30,149,149,1,20170131,20170228,0
iNALsLppw0Dzwo/NOEtbLXgRHmYeFK+avNfvmB1FNhA=,34,30,149,149,1,20170131,20170228,0
TNOcP07Mry/UFtgvxn9bUPgq8Zf6dwdWQjn9kv7P+g0=,41,30,99,99,1,20170131,20170228,0
DXRN3QYD4h3huzcFXGivmi/Bw+HZpSiILkVik1sXaMI=,39,30,149,149,1,20170131,20170313,0
Yo1WzzcgZWjEAh/UNeg5vJeFu382Tz92R5FsxpsXAaA=,39,30,149,149,1,20160831,20161003,0
oeoVe1G5XriN0rVwXij1fFLIL0Y9ZXZhQi+xY+CHHMY=,36,30,180,180,1,20160901,20160930,0
bBBARne6kpq3dAZC8jneya0wnGNYL0Hcy6Hyc9mnhzs=,34,30,149,149,1,20161130,20161231,0
JESWt2QD44tmaAfSbbRJ3o+6bqirrSG8XGEdTv/itP4=,34,30,149,149,1,20161130,20161231,0
/3JI6xAJckRTj0h/g3KC5IQfl0YcAo76KJ2DbTAbC4E=,31,30,149,149,1,20161130,20170104,0
xEliUuUe5eTVFdKEjhB8q8yMRj4CWMDcVONPQSkoK/M=,31,30,149,149,1,20161130,20161231,0
tC1IAowDHwNV372UYPMXJKX/w+2ba8TL3XgS4hlZ3aY=,41,30,129,129,1,20161130,20161231,0
LgymeMcoUrc/IUITTlvwJtNYqVK7Ig+uQPMWxUM2AmU=,39,30,149,149,1,20161130,20170124,0
VDc4Y6A7ySIEDOXxHlpR2eJsmJt4XvT+xjVrkO5BZeI=,39,30,149,149,1,20161231,20170225,0
fUtxDiQy6ObILbBT04LDycS3L5OkaD/NXiJlOIramM4=,39,30,149,149,1,20161231,20170212,0
HD16yvBolfLTwcok6QjB0yFedXi/3mDdhMnfAHxyQ2U=,41,30,149,149,1,20160930,20161031,0
MkjbmGPPwqH6EIOcAHSqw/sYxNCS/WYpGsl+bGehMWI=,41,30,99,99,1,20160930,20161031,0
+7bhVJ7bJaz+K9U7XC60p/DOeF7TsIcpD6iDmSLDqts=,39,30,149,149,1,20160930,20161125,0
SfFNBpMO7jMFllJ7Aprl3dWsxNol1/Zlnav4dy4C04k=,39,30,149,149,1,20160930,20161102,0
j0vEIECiMwwPMJs927VG9TU5WAVtaOLDV2GP9wf3ixc=,34,30,149,149,1,20160731,20160831,0
8Z/XM4NlfKe9jUc9xOVBUehrN9VjaWecZL8mIR6snM4=,33,30,149,149,1,20160731,20160831,0
ZD0rZlu4663qG57KFy/bYvkkm22WwFQaSvnDBgrZv/M=,39,30,149,149,1,20160731,20160904,0
H4w2vt2Vpi+65aSN6CZjiML74S0YDtWHNUQgclMR9Ig=,37,30,149,149,1,20160801,20160831,0
Y1fBT70tqhWJa2MwSGUvG/auGdx/vGHxwq9SlQooT/A=,33,30,149,149,1,20160131,20160229,0
pItgK/arMqVSrbNN1ocgAWqqqKpilNzrOpMKnaY7V0Q=,41,30,149,149,1,20160131,20160229,0
GkBVJvT4MfknjynIELrLpFjgPFu/BaKm7dWVlAVLsB0=,39,30,149,149,1,20160131,20160326,0
2mBQ+fsd+DL6rNNGOVTrgV1lQwB8/Y3w7XMEF+w/Sbc=,41,30,149,119,1,20150831,20150930,0
g39eym8s5yvPLbykgSs8GfIBqhcdpNP64E4UNz7jY98=,34,0,0,149,1,20150831,20150930,0
GApHUN6442NDnJPE5x/eoHzrCtuLQVy6mVHY7jg1L54=,31,0,0,149,1,20150831,20150930,0
kyhqm8HmXAcY6qA5MVP8AgIP+/bL9BN7O4522JY4Gqs=,34,0,0,149,1,20150630,20150731,0
NOzJdD7BEj5EA35YqQPPEOwGoQdXIg4HdHEw1o3JO80=,34,0,0,149,1,20150630,20150731,0
9sUuMah6qIYoXQAxCkjlRpuRJz6g1LFUhom2KQDQpTk=,39,30,149,149,1,20150731,20150927,0
Z2HdXaedBMjWPiJLk4QymdmVY2H2TU88nz+qMNXJW1s=,31,0,0,149,1,20150731,20150831,0
4uoeBB/1HUQfkmrCalkQpJyDVF4+SUmCSO6Lo/zw86M=,41,0,0,149,1,20150430,20150531,0
dRcoQtK2F1TdvBio/a8lXkTmKc2BRYbKHMOAiD9+Tw0=,39,0,0,149,1,20150430,20150610,0
DcJ7RhoBAAGmG3WXg9FtyuN/ZA3JtN4zHwsenUu69Gg=,34,0,0,149,1,20150331,20150430,0
MB5adGvl74i4tfj8+N+fVnlaDEvfJeDtFXS5GbTrpXk=,41,30,99,99,1,20161206,20170106,0
UlaRFMiVHseRiyHV8EWPrJ6wDYWqXONkxP/EVNVLbeQ=,41,30,99,99,1,20161206,20170106,0
3ejTq2sQGacNPtQk82neG47WQIkjzpTDgAhwVE1WXIg=,41,30,149,149,1,20161222,20170122,0
1ANFGqyMssb5/MY/JrPVPBGfosWrGO+6xxr1QUIYHB4=,37,30,149,149,1,20160721,20160821,0
0lGr+05N1lpxQwEOSElU5pP13zdxFGF9C8mu1BZuLT4=,38,7,0,0,0,20160721,20160906,0
iQ/N/Q47labO+t6vv0HJnNztjgqiwFlfoR4Aq7WO4d8=,37,30,149,149,1,20161218,20170117,0
5MrLqT8xUJvgpI6pdK6GbRf4L7IlY63N/NosPA8LlpA=,38,30,149,149,0,20150608,20150708,0
LFfKlLV9vTMlVPTv2Js/kcDMvCULNnwZVUTsiqgODrs=,41,30,149,149,1,20170203,20170303,0
uYfZYBLdPPv6naQF3gHMND4AP9uBiOyrD/TAOUu2Cc0=,36,30,180,180,1,20161115,20161216,0
8WUtqbp/vHd6V4DP4jeOKX+tGdI1BcjnLBtjX9LaYk4=,41,30,99,99,1,20170202,20170302,0
i4qI6vkrgmjNf4Y/BSu8F5FwdWdkGr3dkzUC/3tEGu8=,41,30,99,99,1,20170201,20170301,0
oT0qgwNkGDer94ozwl2fmqMdBhMcL6/aB5KFW/joG1M=,41,30,149,149,1,20170207,20170307,0
Dz/gF4lgYlSRPcpqkpqS9yDcFtk5Lzm0ty1VoRKKY9U=,41,30,99,99,1,20170116,20170216,0
vQyDnnuABDpxAPGAgaeP7csvsm1lyaD6+pyV40yIn3I=,36,30,180,180,1,20170126,20170225,0
wxJtjcU/D3rBSEkGghUc4/wRnswkS2nmXf1uB5iVSDM=,41,30,129,129,1,20160406,20160506,0
+qXc967jLMrzba07iZNTx8YSNPy27nAT9sZNotrRvp8=,41,30,149,149,1,20161202,20161202,1
pneI7bUmMseB9lmO6nJEg3NAZ+TF/B9J6Pm8q315FEA=,40,30,149,149,1,20161227,20170126,0
Q4pP4Vw1I7GLBIwndw/zL4JEUD5tBmnu1WJzCHiUy9E=,41,30,129,129,1,20161004,20161104,0
x5vTjoS//QFxmnlxysasgAFnXjfAVidSia3y/XWb2cg=,41,30,149,149,1,20161215,20170115,0
isNVZeArhQGsJvCOEtmOviBTVVuzQZOsTzxmhJGD+08=,41,30,99,99,1,20161214,20170114,0
Df608wVKlVkN8SWd7WMyJtiDSgs0IyoFs49QRnPDSrQ=,40,30,149,149,1,20160919,20161021,0
4C9qH25sS3kx6BC3mdYGGUTzCraO8/cz5tip7vk+MXQ=,36,30,180,180,0,20160810,20160909,0
QPn3dlD6ZiVaqPbIZ3FHaY3lm/HqneB8QSrNGEt1P1k=,41,30,99,99,1,20160925,20161025,0
N35dXXIKlENGgKLog6L6ePSuI/EOyWNzZqpg63d5Q6Y=,41,30,129,129,1,20151112,20151212,0
S1nwn8VccPutgG0LABDLskPiLlzcu0CKBG6/r/MNXrk=,41,30,99,99,1,20160304,20160404,0
z03+ZADztnPQZ8YwiWKUuvtd3kvtbFNK0rWmm6WbO0o=,41,30,99,99,1,20160414,20160514,0
aGgXSzR7m6gIoyts32rM7kmPrJzC1OlVgVXjq9G+bVI=,37,30,149,149,1,20151121,20151221,0
zpeoq4fXthusmvNpCGyOhgPxnlqFzcr4+Z6l+CgyPXg=,41,30,149,149,1,20160510,20160610,0
mMAHRsBSluWUcAmNZietqcC95Ofriz/rzb6qs1uKQ0Y=,41,30,99,99,1,20160510,20160610,0
WYrN1zFjSyaUbMt+wpgixBg85s1giFytIWF5pkQTFGM=,40,30,149,149,1,20160114,20160217,0
TAOAa4PlgiY0h5yHEqQPmpCS/ElrRFZohK4dScgMck4=,41,30,99,99,1,20160309,20160409,0
lgVjGU7G8XuPmE5RI0B1LypAEQduy/v3SFTfts1Ry6M=,41,30,149,149,1,20151203,20160103,0
I+Cnq9nJRVoWNeoOo+HnFuH8DXQwP9iG1naHf8mG7ig=,41,30,149,149,1,20160208,20170320,0
vJrRHOz2iT1GQX++OUDTs3tD7iMguRxCRrkygsf1DQY=,40,30,149,149,1,20160316,20160426,0
ePx+sYifOKWLbG1fC8Gy2rjlg92Z7+Blxj94zzyC2+g=,40,30,149,149,1,20160518,20160617,0
L6Tghu0A5RhtvNYQWVM5WKT85o+yPFPOOQN9w9Jrl8U=,41,30,149,149,1,20151125,20151225,0
uhhVExg8MGaigcEOsxjyXM1Gh+c+GJQGhrrHcvhXXb8=,37,30,149,149,1,20151022,20151121,0
wThsaVNwbYxSNUUD+VJx1mhrhsoErX5rMOneTleapvk=,40,30,149,149,1,20151025,20151124,0
chIeYZjUys6b6RtBwKZfC2FsXqHiJSU9W34vT6+xtjo=,40,30,149,149,1,20160428,20160528,0
oXQtbWrbrU5LPJyetaRyw7UgAiKc0b46wHVrySJMo3k=,40,30,149,149,1,20151027,20151126,0
fal6cakX3+1aVOBqXzBnRoq+Wyh5lYBKt1q/zAORXt8=,41,30,149,149,1,20151007,20151107,0
v99Ffyzz+E9Me7UFSK8tsI+oqNr7PPGJNZIml7v9dtI=,41,30,129,129,1,20151003,20151104,0
ZSIdGt2QoYrNhGdnkGhE78W4dA0LeslCNvBlj5NFxPA=,40,30,149,149,1,20151003,20151102,0
x6JuFOO/EIiXA3i+L/mvC86fY9N+OPwtqeAHQGA0Wlo=,41,30,149,149,1,20151018,20160319,0
il3tmfl7piRtecOWlKkk0AvU9NipVGGtrRV0UfZyhak=,41,30,129,129,1,20160124,20160510,0
ePep2J3fR4JrECwXfcp+YLz0qQjRay8vY8OXvUe17d0=,41,30,99,99,1,20160425,20160525,0
i1Obr39daddZ9CQjP00Q6LobC04prG8Hnnhvmoicrpo=,40,30,149,149,1,20150704,20150803,0
VsQtSflt8X6SFk1VkN0ruesYOhnaOZgmEm8/p9rit4o=,41,30,149,149,1,20150726,20150826,0
VIm9MHW1FcFvwKm5AauSYxBMnr0yUuPuWn+SRbxzNDk=,37,30,149,149,1,20150710,20150810,0
yElRJbug1NWEXbbu82UxHEUYil2ZtA2kv4L7jGhRVqI=,41,30,149,149,1,20150818,20150920,0
dFO1Am4MqqyFCyTqtiDPNT7u5dKlDzlqOLPUUjfN3qk=,38,30,149,149,0,20150406,20150506,0
Qiwgp9DffGI1PulII8tFt0tBB8nqZQP1JfrvSWHCkZg=,37,0,0,149,1,20150514,20150614,0
9ZJ68aUXv8sqgmYrgWtoHa9uF5Tyb1ZSAT1W7ufeM5I=,37,31,149,149,1,20150414,20150513,0
LEwesjbMTywsRznKouFWnfm/2m3ZvBL2W0F1+eXE/BQ=,37,30,149,149,1,20161030,20161130,0
O1Se5rfM8xg6Vh64ppy0ZNKZ2EONpm3L88q9Duf5mGQ=,38,195,894,894,0,20150802,20160215,0
APyoFIP/uoqZCGblaiiRrK3qj/CrqlD9vSDCYb4eKjQ=,41,0,0,149,1,20150510,20150610,0
tBH2L0sudS5OCEekv3+1JJhYMz7U6Tb1bHGQgQqdHUs=,38,0,0,149,0,20150511,20150615,0
SgYMv0fwTM1z7V1gIDe0n9IY1HQ3+j5KfsIhW5+YhbE=,40,0,0,149,1,20150507,20150606,0
hpHi/poQ2/pASAO2PQ2sF5VZ3NhVOfaOjnh5+pl+wAI=,30,0,0,149,1,20150505,20150604,0
AZbpDnRfWPGzH6La7ySBWH/CDJu8rpbXNr75vU0zrnI=,41,30,129,129,1,20150702,20150802,0
q+dXekbq71xMMQinl9QSrJiySuC3d6OA1eoOcaQPyto=,40,31,149,149,1,20150214,20150406,0
9hEeHJQFMMAIr0+BpVsbJ7D0ydoFxt/v08Yw9yz0hzs=,40,31,149,149,1,20150319,20150423,0
DJ2OCwIKdQLIP3oKdh0F74VuJsFRXJAarT+zxcYyyeU=,41,30,149,149,1,20150219,20150319,0
oON4SMT2yPaAwC96iniHtRRWPmH/FJgxm1bX6wcb1TQ=,37,31,149,149,1,20150219,20150320,0
orkWrnVy5TdboNgT+rTV4SX12B4I+OaS1PSNMib7yqc=,25,30,150,150,0,20150123,20150222,0
gRctET8gnMLezLb96HuiADnSAMyyuUWW2NFIOCyfirc=,40,30,149,149,1,20150602,20150701,0
FdG7CLN4VJUq4Z6FwFmXDjwI1Gr1xacFg9EfOfeQ7Is=,41,30,99,99,1,20161103,20161203,0
z5cdr6DILsuR0MNkOufph3pvW/BRyfkFzu8ClzNdjBU=,41,30,99,99,1,20161103,20161203,0
kI7FX2RLDN8SGliFKtoAKiIpUUvm2KQ0c61Y/3H2NXg=,41,30,99,99,1,20161121,20161221,0
ZKbr6b4EwODH4NXUju+9FKRsuX00fv55KaMwiLXPw/M=,41,30,99,99,1,20161119,20161219,0
YH9r2lkGUo/sG48MHVND477BGzh5naw0z5uQUT3Hkfw=,38,30,149,149,0,20161120,20161220,0
kwbYsbdQy3ee1Usw0Kx2WbJ9/lTXH9UPekhSajvIpgY=,41,30,129,129,1,20161110,20161210,0
g/iaCc77S9QTCYlHbQKjrYvKMws6HjZaHfgwPNV5fdw=,36,30,180,180,1,20161205,20170104,0
lFP+aGWY7sKK+CNCrxEnnvQZVYgBdVuBeOvXqTT8bh0=,41,30,99,99,1,20161216,20170116,0
/yTkLM7vtIVbVbpemiZyq5XuzF7Pihzz8lLYL8MhhJg=,41,30,99,99,1,20170102,20170202,0
np0+p+WPtixMB8X+bZ/aJ6jWNjsuW88KReBAKyfAWRU=,38,30,149,149,0,20170116,20170217,0
xM3fAGjhVM+L6zZxcYurN8ee/OFzX+e/4/Hg8cWKOuM=,37,30,149,149,1,20170121,20170225,0
r/1s8WJabeLK/WZWvPlLxgVpGQRrR5N8MT8v7jTG020=,41,30,99,99,1,20160625,20160725,0
sP9eMaibhbqrPnwyCjt2yhOqqu3pEkrirnOaflwydTw=,41,30,149,149,1,20160626,20160626,1
4saRILt8xNHyvDprd7qj1XT2eEZwhUo9z7KFEosEXIU=,41,30,99,99,1,20161017,20161117,0
byIv9f7wj4Dnm1LAIVctuqysE/R79NGSA97yc6tULek=,41,30,99,99,1,20161017,20161117,0
zEaQHdlmJm/YjiBoLY/ubhV3IS9GjN/O+IdlzEwhZtI=,37,30,149,149,1,20151205,20160104,0
ktxvKWardfuBCni9u9xJg4oKMCh/8uc5NnWuBd0gB4M=,40,30,149,149,1,20151210,20160109,0
f/WSdnFOJ4c7/pmFH0Ucn8S3BSjHzsreKyfCL0G9TXE=,37,30,149,149,1,20160214,20160314,0
2xM2DuPFpK0NEXqGU45931X3LUGsCMf5vu2/ihGDSrs=,36,30,180,180,1,20160612,20160711,0
flr0LJivG8LmdtV1VOzcWo2C34hOdsesk110540tLGY=,41,30,99,99,1,20151011,20151111,0
tExac0BKz+/hlcizmb9HR1FqHFc8U+cO/rvxVpLyWX4=,40,30,149,149,1,20150919,20151020,0
xn14Oibk5X9/n+P/CEYBhmEs8OQ/M++KlJjoSlSA1Bw=,41,30,149,119,1,20150916,20151016,0
qUP1OPZgVMdX4Lgq31ThpUAX+MVp8Y+/gDj960w+6YY=,38,0,0,149,0,20150513,20150612,0
4EZin70S4Wv//giZz+J3AZ4WdlPQaRpUKk/eDwyumY4=,38,30,149,149,0,20150310,20150409,0
LiGe28NPl9rNOoQe2Z4dICc9rKvV10r2PYpCHWDVZLY=,41,30,149,149,1,20150930,20151101,0
Sk8nDfmhn7H5SpwzDCOXk7BMJwiDoZLE20RmB2AzUiI=,31,30,149,149,1,20151130,20151231,0
kD0cCI9yX1xYCcus/RyNkUmIonjAGR6CXe47QVvrnYg=,41,30,129,129,1,20150228,20150402,0
DFy++oLuuPS5ABXfn/bLmYo6v6tx5T6wFYoafMYESkg=,39,31,149,149,1,20150228,20150403,0
sw1IwOVdZUHGmA7GyZa+qraLvAoRygkx5NOeb56LXR0=,41,30,149,149,1,20150131,20150228,0
bYoJ6kgvp+9hWlOqb8C4dEdEAR5/KGGRkgspiDa9jXA=,39,31,149,149,1,20150331,20150508,0
vxlXw6CPO1qsPqfIEojoneLL1bGXRzrvkN/qfz169dA=,41,30,149,149,1,20160630,20160731,0
KFs6+RQJt029HM07b0YnxXCSPsZuH9A++XHdZz0ds0I=,41,30,99,99,1,20160630,20160731,0
FrRkZqWj/cX2TMwfSV08LQXTFfye+7QtUguvwON90W8=,34,30,149,149,1,20160531,20160630,0
E85GhMQa1eowqGjtLsYNLaaV2WClCa9H7R/2i4Iwfxw=,34,30,149,149,1,20160331,20160430,0
0kj20prn3e5XUabKjKm+gJgz0zQax5Khjp6fxaxvrHM=,31,30,149,149,1,20160331,20160430,0
i8zvY7sMZ1mn8WoYGYsjG9V+P9sFk5qBaN0J2RZ4Io4=,34,30,149,149,1,20160331,20160430,0
7bCmgNRbI63wYi4tXY92zdXOX6KR2dDkW9aXdgHNBX4=,34,30,149,149,1,20160331,20160430,0
MM3DEbrlwKzl9fdI4dAj5cp4/2B72uvGtppNYH+RjFI=,31,30,149,149,1,20160331,20160501,0
9TdnqrXdlagdhAeOecTYZn7wBspJ4chuvVkAGZZsHrg=,41,30,99,99,1,20160331,20160430,0
yl9zPDwOaATbfDOFHwSQsH9qem0lOyOy/+HkVp7y880=,33,30,149,149,1,20160430,20160531,0
Xz99yN8nGatX/I8STn5ZQbOleexri7SyxjmDJP5EBnc=,34,30,149,149,1,20160430,20160531,0
m9hLXXX/jXmkM5RK4NpyRU2a3qtPA0iqulhXMoh5nz8=,41,30,149,149,1,20160430,20160531,0
X0aqFOlCVhpP8UaNM20wHuoMt6fe8Lr7+MIlGsTCV/U=,34,30,149,149,1,20151231,20160131,0
6DVgUzDUPDURgfUyPAgwBQHp0uVFAdV0d4CQEj+XVIE=,33,30,149,149,1,20151231,20160131,0
gxorzEY2HI72dNWWRBLmlb6yrL8pTbFOFilPYXbAnZw=,41,30,129,129,1,20151201,20160101,0
e4GtYC6I2JFTtZZRLDsxkt64SnfyHJdhEIlysDynQNo=,39,30,149,149,1,20151102,20151228,0
DksQPLKP3hXifo6KlCc1DFF1X+n1HYEk3lvXENDv5yg=,39,30,149,149,1,20151102,20151218,0
Z7wpsB4bavi/sI6nBYx3T5FyO9eCnxt7HeJml4OQSgg=,39,30,149,149,1,20151102,20160106,0
MrdH93N4RclXMEW7Efj64BDSOvTQ4j6xw7Ib6NqsI9A=,39,30,149,149,1,20151102,20151212,0
ge57eZ9jGpf+ktcY7aYdANuT+LQ/dRmsX2jDGE18qYA=,39,30,149,149,1,20151102,20151206,0
vPxz8RhK6GJ1jl/S2kf/q7Xn+O3w4Bsj9RHBH5A8sxA=,40,30,149,149,1,20160826,20160925,0
K+UnI/r2gsk0irfd6snpjkYIwNOuxZSzCSkFtgTvXNU=,41,30,129,129,1,20170103,20170206,0
2BZd8T6nd60ujfFDI8kFDqY6hhx9BZMG2LEaLQSr4zI=,41,30,149,149,1,20170118,20170218,0
LfKBTFTznnede4pND6sSaq6jfjTigNqOcl/MVgfUVzI=,41,30,99,99,1,20170118,20170218,0
b2CyrEIgtF3lux5rHT3h8IEg/C674rT+iVdY+UQL3CA=,36,30,180,180,0,20170119,20170218,0
Pyq8JAkblz13jWSzps5GC22WMgQ6OZQUcDb72CHe7jE=,41,30,149,149,1,20161224,20170124,0
d0GZoV+BX30a9N10G4gpB4Pn03QIYX/f66b1oZ7gEQo=,41,30,99,99,1,20160915,20161015,0
peKCiMxTN8zE8GKtgbXTTSOhdJIUdo9D0VlHi4YYeDs=,40,30,149,149,1,20160205,20160304,0
cOvqM6jVKQTA4pSMm2DW8FfpwJDTMjDMdAb7l2M4CQw=,41,30,99,99,1,20160710,20160810,0
