msno,city,bd,gender,registered_via,registration_init_time
PhswMwiQOk2WS+/YerlcGyTWlm9T4BeEcc0O5xvG0rE=,1,0,,7,20130317
dJNKZmbGupEQPlLkSlwF80vZXSTLwXoCk2VRoKsYTSU=,13,0,,3,20130326
/wqIjwzFcS3PpPc6pJXgta2Ir+li0k1Sdh2b+0VtW5w=,13,33,female,7,20130409
YFIlxuGgiMlGhkekzA9Sow3H6ISJCcnjG52dDZXbgbI=,11,24,male,9,20080416
7o+akgZEMBp4jUdGcZSH1BEX9j29YkPrP2DuWy5C3fo=,13,25,male,9,20080426
swjqNj+4hG3ETtMv9l/IdXZFbHuwdSDAv+GFCE+QZ8E=,6,28,female,9,20080604
t2ynn7rgTvBVXkVEiaIbYKqS+loaNL8i4jH9dR1bC3A=,14,20,female,9,20080610
Un44iW6cmCzNR8E448yuiN1XCt4+lgQcmaUbL44dViI=,22,30,male,9,20080616
D+PrJN1fBbqn6VnpFb7J1YNCtKWPEGCcHb0docFpgbs=,22,32,female,9,20080624
0t8OVCg8/Bnp1GGDaUV2dWYGBu0lrjYhYx0QTTi98Gg=,4,29,female,9,20080626
uHu4iXLTQFhWrnUvXi4acG6wlFMen2xEWCHkAW3aIYY=,21,25,male,9,20080718
2Ze0096l7H9chWVLa5zpkTmJg8bzbp5CL0h5qDdW1Mo=,6,29,male,9,20080721
0QBt4uW5OYxCu9FIPCilNjoG1t1psligmFnpi05bIwo=,13,17,female,9,20080810
XMOISfVG+Ot9ZZkmF6m6wgSoLToQigUmsv020K4YJNc=,13,39,female,9,20080822
s3pFxJLTIropaAapxXx8SYopbDURIIBh+3kFM4pL0IM=,4,31,male,9,20080827
eJDt8rSsbE+1HPq/NWolm+PrllXDVVEa1fGY7foYFV8=,15,27,female,9,20080905
JiGftr/q5VLPxNGoSn8C7h8xeG3J3kBK9UqE+4g34xU=,4,28,female,9,20081025
PRBn8lMVkWYatHkdc8przBOFNsY9/0dK6YTAAwEP/MM=,13,49,female,9,20081026
BIby6fwBuqVEPhgZnWvlZFhTgnyVEX4FT5HiicXs0vM=,22,25,male,9,20081123
CagYnkX6fkSwTv4Sc1xswJ19VrEXrS2Wpx6FlbISFVc=,13,34,female,9,20081211
bEeZhu668DhSSRLsSDSo3B7MRcYQGqACflikWCEbwJk=,22,31,female,9,20081231
8td3pD554fB5FOkVFL6/YBs2nqu+nJE9kMinQLahiQU=,1,0,,7,20110509
3gsteXa6VOB9eWiF5jhSuUdwFgRrdNQqKw/NC03Kw3Y=,8,0,,9,20110509
NHNanPjQo0QOG+RjBGmMeEEBWqibFCXB6CxBzAX8RDw=,1,0,,7,20110510
dqd8IaUIrDlp3Hez0TrKEpD88uHP3UgK4NsJ/DivmGo=,22,32,male,7,20110513
fRVmlEXjd2bmLFS/2ETbhJFX04fVBnbfnQvtPf7pFpc=,5,25,male,9,20110514
JljRn6+5TOAcZvMcPjDMsjXh/wxwLyn36HuugGryxw8=,1,0,,7,20110518
DTnUo1TGFNBWHsTKZuRWk18j7iLBpekC9nmc5pDcyd4=,1,0,,7,20110524
mJ30lStAN86QBfAzryb1ey7YiBu3m0LXeSPSAQdiMqU=,15,22,male,9,20110526
EPhVH0qdf/69fKwSMPv2Bg7MVBHJqvL7/WyplDYobb0=,13,25,male,9,20110526
4OSWCdwfF0S/Jrviv5U+yl9B+pViuLnYTbHpL6qhdk8=,1,0,,7,20110601
b67M0WzRVFRv5pfMEMtZxyn0SuvDy3kdYMM+jlNzXL8=,1,0,,7,20110604
hU829iTr8HO7uOepbOpUbQhHp9Ro3f+630RyeEQ+0G0=,4,27,female,9,20110604
RGlF0ABoDV/GNn+ratCR11naHqhRU9qt25mYJqmWa4c=,15,23,female,9,20110607
uD7mucQRzshuPSeGOt0rW4EmqmT1UfWYzmm1MaDwo+4=,6,26,male,9,20110607
HsrmDxxDgi+2jNCouqM9/tAMEharXQDjxs/TbGWBflM=,13,37,female,3,20140206
AN4rSADRI4XMMOtkl1qJRSYZ5uo00yLRew5283ykDFU=,1,0,,9,20140213
hGz1g2pZWdT5Ud0KbB8a5PEefToGe1NJx6oTryIZ2w0=,1,0,,7,20140214
B1EPSEaTBnTFd+la0o20qhQQCXDfjePubgXLGkrHXjM=,1,0,,7,20140214
K+UnI/r2gsk0irfd6snpjkYIwNOuxZSzCSkFtgTvXNU=,1,0,,7,20140218
MBcdjUY3e2Fa3oC3eXpSnQOOC6PehG6m1/MR/yzCVuo=,1,0,,7,20140220
Fje2g3AH0L1WyYjyePfq+S1qmlHdGT75WPe7t6f2xv8=,1,0,,7,20140224
EMQGg4+0gcS/8eh+s7VFmUYOj/W5wAAORvfH4vxO+To=,1,0,,7,20140301
3L26FbeVp26YdBfBpEaTAl6S1FA5yyFss3rJkBwLSWQ=,4,0,,9,20140302
1T4F7I0sldBEdMs+mRuxDQ2NQ1VphZn+Yob7Jy8/nKc=,15,28,male,9,20140304
GJ/FtNK1OxArQMm5JeVVMCZHnfh9lQK+FflMZFlQKEQ=,1,0,,7,20140306
Gb1oh4dLTnqMR7m+EVM1gOjbKJ9chxkwTuJNS4rVvtA=,14,0,,7,20140501
X+FbwYuzIbipo/3FpMWMu7dhpig3BtRF2qUxYQ43zBg=,13,28,female,9,20140507
UKClgdmF5bWEHxJtM8fc8Pb9okobl25AHQjLR05ajew=,13,45,female,9,20140509
9jUo/amyUQQByuSOO1A6Z22ca2N57lkvrtxEp4zVyUY=,11,28,male,9,20140509
noQfaR29dd6IDhYsndSrLreGAMd6j9BpyXhnkrCQ7yo=,1,0,,7,20140512
1aTKAIYk+4721m1T/22asmCcASjnCi1d1CEjgkQ8gQw=,4,54,female,3,20140513
kjK43q4wMcu+QJMzOhJovgX6IwL6X50DGFjN2m9JYXg=,6,23,male,3,20140516
pTiqOngDB+qzVFD3eDVhkKPOTlnFJKCuKfSI7wjNCAc=,4,21,female,9,20140614
IBER2iPRRSJIXPaWP3NG9Pq6qnzruKXCRPLBkziHOdQ=,13,26,female,7,20140616
bUQPwMCa/sxZvQz04l6BvzhKEKcYsZkUjS2D6EB+Ygg=,13,39,male,9,20170107
/xWOHS1tbbQOxSL+2dVCq0CF/8wDwj+l6ApdMb3Rwss=,4,36,female,9,20060106
xvKTQ10pntk2M2DNTx+M53oRf8Q6UbuTiN7B3LYoKFg=,13,35,female,9,20060204
Wz7hEpDrIwwu+MlFMg6JQMqvXo2hYfgggqaCsg4i+8Y=,22,50,female,9,20060206
F8XC9AQ6CUNHW7uOO+t4qQBtuZcqDrQejEM4U+k8bbU=,5,37,female,9,20060304
cd9R76nchcG1F1oyKMVN9bXXwRssofcYVckWhIWTSrY=,14,30,female,9,20060310
lKYi7kvCS8tzQxHKAvyK20nceuEHbyfjSF/v0xJF/is=,4,23,male,9,20060312
F3d47PgYm0q5aby7+KDPKD8JuJP4qMbj0WCv+2Z8MxI=,15,56,female,9,20060314
E0U7DgTWTxaXm+BRR3zL7T/aBSaS06hLeRPADxj6tX8=,5,25,female,9,20060401
iTngdYMMFWYOpS85+bjIs/ekfPApvJ6bDqzITiVGdtA=,14,27,female,9,20060409
EaUU83FVMw3hVrd0TosvmnscK8+8ur5aHKGMx7iCaSY=,1,0,,7,20111028
yOoIGF8nP9m62M33zIGMe1dsaS454hXKLWmeEhyA0cw=,14,22,male,9,20111109
4VjMe5z+UBON+R7VZtho9ZH8AqzuIFBI1AyDMGrQZg8=,1,0,,7,20140823
CetM67Q1qejTNrUQv1l6J+FLIcbZgt9Ifl4BkWUOo/c=,1,0,,7,20140826
nd9Ss3mdNMpcsoZ/i1VVALi2relhizX9T2c9jUaKSCs=,1,0,,7,20140826
J2laEYLVtl/ePWBZzfjkAcmpH5OHrdMKZNrVwpBJMmU=,22,27,female,7,20140901
yYK4aLjh54st1smdMLPmR8UqkH+RJZGNj//iXioH/xk=,13,0,,9,20140916
T2uL/yLwvv1PyUzyrbOlF/n/fqXjqg8ZPtJQWRoRvZo=,15,45,,7,20140917
ZRsXJu1nfyUWIYFA/HBhWPDdqAzT43uMMn9FwD+AfQk=,5,24,male,3,20140927
M/YPXAL5RcjMlOZuEKVn2/il20fOXGe8vtFavdZE5IE=,9,0,,7,20140928
dhP2ulnJJ+xuUseQtsTfx9ZeGmaVwrZf/1pyZkuwbq0=,1,0,,7,20140929
pi3Cal8otylI/0aobnmaxZQwU/5DXoitoTP3tCtBVbM=,15,20,female,9,20141015
rWdoYpwpTW8OX1uUNOuaXCUJ6u3tIt85oWVfiGipR3k=,1,0,,7,20160718
7k3u/jaF58rUPcqsxLVizRAZgh5HbZB3UR0tHsC86qY=,12,23,male,3,20150202
bK3gEasptWXOlc61we7Hx/ofJ9M96AfzqguA5no19AY=,22,0,,9,20150206
uxxlH4Ay852GPm3PEMbelT5n4Z16GtWzBHsxg2qR2oY=,1,0,,7,20151113
9Is7r+2ysiGUmfDYoKaX9G0+xEbx+bpzeM1OrgKkaHQ=,1,0,,7,20151114
Nu51nplJJAChgiEG068kaaMDztvjcQCkaKHM1JAymd0=,1,0,,7,20151115
94p+3ZMyqkLufNMqV387HTmo5ImWiNH8LG/uNaX3Z4M=,13,22,female,4,20151122
3M2V3T3G3r2IE7kZwbR0tf/U3v/U6Y8aW0yyv/wYhPY=,13,0,,9,20151122
C1H6cEXPrtncrL1/mj1kMcKI7+XUD0Puua6rQYRIR3c=,1,0,,7,20160824
bNUoU13NV70YX0m5kDZTw1KclgJbLPqZTnSHl9Iu27s=,13,17,male,9,20160826
yylvk09744p1y/KN23/SRviam8TvFnGE7dJtIjN8zro=,1,0,,7,20160828
qCfq0zqAm+8d5q75t45m1VB2WzR3THlJn+RSQARTzWQ=,1,0,,7,20160829
CwFA4Qmdhg8pCBZWR4tTPmNl71TnxaWca+ISNfoT3YA=,1,0,,7,20160901
GcRvCzbPblZZYaBxC5SPq2o8FgQu7a5cWv/+DO90dt0=,14,19,female,7,20160903
pXrF+r/d68PN5LxNUqUwx4/p1AbOwRmTFzF7XyaXbFM=,22,0,male,4,20160918
iwhPfOBtXplSXR10+JhjnAwixtI07fKA+KndaD561RI=,1,26,female,3,20160923
Ktd46GIQ6DLtmcCcsF2BhNXidRAYvFeBmJ4KpJk2OLw=,13,39,female,4,20160925
azu4cTM1gTjvFQbLn2/Pkq0AIEYSuf+b1MEQhNKxTd8=,5,21,female,4,20160927
ZUywUZtrtAkdpEEsKX5cgVwuuWUOmEioEqQ7VeqLAWg=,1,0,,7,20161222
r3S1rjJAH2Bq9Ot6JEC1YVg+R908BxYD+m5R/IO0G4c=,7,56,female,9,20051202
LDocBk/MMBKGfWyfZJcbIidDdqxCDAKwnvalbGybXwE=,17,52,female,9,20051212
fFUfdzjx1uHofYrLRM/ijMGAPnNo4mt76iSyz+YKrfE=,22,28,female,9,20051229
mjkyJKvRKi9o3HRTD9Fss9omMp9zBEQG9pCpHUEUKqo=,13,24,female,9,20060106
LWVTK53ZzE63v8gFGJdilzpg+4Ip4zVq0SP3GMbL4CE=,15,28,male,9,20060213
gsmbmXYshKZH7CJTot8bxOls2Oltq1BXUjlyNgpDNgs=,5,29,female,9,20060217
hZjeah8xuzGxNExEz6YPvcajtSv6jM4SgI53YWWGmU8=,5,37,female,9,20060312
6cyZMea0h+13Ic+Il3fBReC9B++p6B8GmXMpAQi6vWU=,4,46,female,9,20060325
ws+13VGLPRIYBS5yncN10AitiDoY91vmwhpMCBSCIWY=,13,31,male,9,20111023
VESfejBMpZTp6UMZeGe+SvShw+Ngp0kU4PefoZUz9h4=,1,0,,7,20111029
CK+FHYNFnCsSB+KgShx6X7MDh3yqmjkS61ntLO/e4wc=,1,0,,7,20111105
0xfvXq0LlEyCsmI2xvJb7cFHvUw3X2iMOqgtyQMgVKo=,5,30,male,9,20111107
W8UnAZ7rr3pqE1OFL75UyrcBwTo8DVN0F7QH+I4n0z4=,1,0,,7,20111115
tVXtH2NT/p0Rux0DvHLAbeOYb/BPnLzCYmvW+UHrfOo=,18,37,male,7,20111118
S5x8T5ZqnU797HrspzuS7JaROm2ue2fp34XTbT/Hwzo=,6,27,female,9,20111120
aiuBD+TnRm7t6Fp9NAfBcolWY9UIIKKFhawZ9aNHGng=,5,0,,9,20111128
xXQkBoeS0rbgrKjic6qcj5TZoS6OzTm2rLFnECxvfXQ=,14,23,male,9,20111130
eVHBEAiPT6rRVD74dUi6mmq9Tjm7r0unnuOI7sdGVkk=,5,51,female,9,20110619
3icnmmsbruW2x9xAf25Mv1Pd80eOZhIqMZF5YiHjYY0=,13,38,male,9,20140504
7Elzj329Pi40pqrsLp/RvSaoMootxyrGzqVLKjEnspk=,4,26,male,9,20140507
U7ZWkGUnnFc28OyYGWpF7+A6TVZu4SWMHmE5hQ84dmc=,1,0,,7,20140509
tSjY6g0ddd3N7rub385pkQ6HUrp3Nv6lnDKQ62jkYJ4=,1,0,,7,20140516
spHwUr8mtpW3F+XIeX676k/FOU+ss6L97BiW6t5jjQA=,6,16,male,9,20140517
ZVDSprocsjhiwZEh+jgbI/wBTkoZFd533ptaQOZlYeQ=,1,0,,7,20140518
Yo7pFt9GHVKRSWYWbb4BAmH2nYqgv/tYL5I2rj0XRiY=,14,25,female,9,20140522
CTlmcWC4zGZ4UhcZgJMArWG7iJouyxNw+bFygnPTP0o=,1,0,,7,20140523
kuthFFW9QlY6yPEyX7HpXLGabTevzZJX4/EUkkhJhJU=,22,25,male,9,20140525
A31EqlfmU5fLjnE76XxVxaFQyxSVo3P2QdocWTZMYYI=,5,0,,9,20140527
xw1ixBUxah/5VOFaPezwV6k/9nYvQUmzJG0Id6iQZZw=,1,0,,7,20140530
++pSqgOqSB8laOm+RTW6NLTqsMVQ0egh4Rs5+GOSJrQ=,5,47,male,7,20140606
Mc917xrm0DxsAT0U9G77R3cftGQXBhJOVvuyhv09Cg4=,1,0,,7,20140615
SRLs9xZssplKNe5dolJRHpOtjuEx2bifkfGQAfQ0xwY=,1,0,,7,20151128
RSL36+cEuR7w4+GnBogX15zmlgI+4lm6Up0wLC31Qjg=,1,0,,7,20151128
gTsMJ4/lF+/kAe+8uNLhKq5wORh+oPZdytuf+n7gL9M=,1,0,,7,20151129
lSxbv22JX2QRZOR/KUk37xSANEvV8BRs3j+Fn62xLLc=,1,0,,7,20151201
lbcCM9aCvesI5zpLB1zwBk3ytE7oZl0VA0fswh0Ho4I=,15,19,female,7,20151201
Zfz7PW/vRJx7VIEOy5z0xFempd5coULnKuhdQB5kp5k=,13,20,female,9,20101225
1sl5CD2zj3Psh4BrxpOyXfblTTHssfar0fmEWVhurnk=,4,31,male,9,20101227
1hsZx01yZnCtrfLe3pK7wyPHwkPL+eUpel5vY37vRco=,4,36,female,7,20110111
WXk5Ky3FZTvnHXMCEAnpMeGcgyz6K1jeHoljEzh5LEg=,1,0,,7,20110112
RXQwm2m6//6Sx7gx68YdhxxWWZA1siQtcWlTfPAITUo=,1,0,,7,20110119
2KF7TdLr2L2C9D7sF+cAy56ne7JI3niXkL4bybeSygI=,1,0,,7,20110201
6m38WotaRmmMe48hnOuDjtFS2F1t4zzMSnpXrlxbeKM=,11,25,male,7,20110201
16w9ofN6a5Q+YsMQucSQtX+T0ANQ4K7DLmWlatDAkIk=,1,0,,7,20110201
XZfk47efc9lMZueNUItLb7BMaGuCsp39tr67xqh3H+E=,4,40,female,7,20110206
2lCd/3M3zeaaHWwDtM+o2vNxLtcye/ER881CtuqZQy0=,13,20,male,9,20110209
UeywJ3yC7ueKtdKDe+m2avON3/WV51wgknnwp3Kz+zw=,22,34,female,9,20110220
M9eUb0tWzZ0irHdQyTuOfhMP6AN5lYW0U5ATCs335eY=,13,0,,9,20110227
vd9ETUEyqxm9/SQK+xG4AQWc+wWixRy2axU+MHTuqUA=,5,0,female,7,20110321
yqZW1y7jv/ecZ0y7R/uaYBjVqd8UCay7NudsmELXfL4=,1,0,,7,20110329
i+jpw3KCUw3rNQHSVOzo6HjdGIPjr10ICOlZsfFSwDA=,1,0,,7,20110330
r251Eq0EqTKlxXY7FomGNMT2YnEql/zQDvd27ioFA/w=,1,0,,7,20110423
7xi33wmIA8X4nJ+BjEYHpljU+DD571HHLrCGujVQxrQ=,15,25,female,9,20110426
4/XXtiUnaBc1EVY3o6Ul58qBCBeeUanxQUsIxe7CIEo=,12,31,female,9,20110427
/3bxZZokG5mxDeU23rB+VcVZnrIMNwG1DgzUi5KXND4=,5,49,female,9,20110428
Z6jI5aZ3WPJJAzCcIqxoH57d8KlxiyeXXqtWS8C1JRE=,13,40,female,9,20060713
/xwYd29QvPIdasTmS0WtRcY5D7rgAY+4UpJ3riGNDP4=,3,30,female,9,20060717
aQu0EDyd2mjbYCZpm5ObIeZdRiH/wAiM6wzy10mc+3s=,13,36,female,9,20060822
9+vmaIdJ6zCaYhGXJQSbSNZ2PkuwvBCL7j/ETI8Ga8s=,6,29,male,9,20060902
098YaCb7Z2i3BCDz2M/DAAU1a2cAr4QBYANEYvnRi6k=,6,26,female,9,20061004
Dk8HhIsgrOnlY9BugDEQAfVmEBH82qCWF4psnsIKdOc=,18,27,female,9,20061021
UOTsogCcljpCz60+1eWLbBAjgylgk8a9+uQHwrA3BUo=,4,34,male,9,20061108
TECljLm/dNTrk3wN2zUeCztseMJQtuyBghecwxlOfKM=,13,27,male,9,20061111
zhRgzpjWOBk92xnKf+0NLOerpiWd1xpakXQ8rXkUAOQ=,5,30,female,9,20070212
R2sdBz83Ev2Z/32KqtgZIUBQy4wh5I5msr+WZD2eJAw=,22,37,female,9,20070217
0shzBmxwDarOQnOP/PPHgUhjx7VW4fj05HIMx5fsxXE=,15,54,male,9,20070222
5bm3Z8H/x1vI+09q1GG5MpIcg9IWo2RTugCmXe2pGXs=,13,52,male,9,20070328
5vGd8bX8H+Oh0/XxegcW5xLUHn/Fw/CvEPvBiWhcVRM=,4,30,female,9,20070509
d1W7qJwLpqcCM7AnCjg+OOVAWmM7dcXBJP3aZAZCa8I=,9,45,male,9,20070524
ZubULW02a9MPkUtEtejjF45WqfpD8mE61WG87U3URms=,15,30,female,9,20051124
R8GxOvZqXB05Ly+ZZDRtvII5d6SkpPTsydZI6B05S2k=,13,29,male,9,20051220
121sqniz/b85SJq7Ai1dEVJasD/E/4cL+TPfGddQGqc=,5,29,female,9,20051221
7fMiAE7kRGybMQ3nQoOVRys4xkiAvtLhUcuEcR+iIkc=,5,38,male,9,20060109
EOj32YZZ/c7mi/D8cwdMgyy4HtdT/ewNqlcZF7+1Kks=,5,34,male,9,20060113
SBnweWoCH+RbRlFpgt5WNGD3HtY7uGkQql84esZJ/+g=,14,33,male,9,20060228
GxnWyuH9V+xSHoC3sE1KoauuUfpgJQIqGA8b5rNsx4E=,4,44,female,9,20060308
KRch6Ioc30dYFnrVV4iOPI+gNxdl+B9RRFWBdY92jsw=,22,28,female,9,20060404
OLC1A40abjuqRSCELkpXMx6lOdZPRZMdGp4O1xTK61s=,4,23,female,9,20060412
ZHK7StexYzC5GreQOAL5sZ7QZCtTFr+6soTSm8kqM+M=,13,23,male,9,20111027
xoVzeX3k8QZHT2b3tWd7iwJ1jhJ1afglJ81u9JUE0+w=,5,37,female,9,20111101
MAPjem2FFvdSaqbH2whVi5wYCmV6OL7lqB8cvLVfHRM=,11,50,female,7,20111102
zG2CQuLbGuVaf7G/zYFo9pbEqOnTx4iWTq6dpNZhCl0=,1,0,,7,20111103
W+sJDLS5EbLAbQdkoUHZJurfj7mAa3Eht8DOqTi6aqo=,13,35,female,7,20111109
+4TF+4oY0pk75891yRigC8OUofgUutDaZwRudVAAQ0o=,13,45,female,9,20111109
3H7aJFRKDSSaWexBqb6muBHb7o9z1qRteNV/cXndSuY=,22,33,female,7,20111109
fg6KDGVEG9l5FEVmktbm/PzsindUrkZmfJ7C/1s8AM4=,13,25,male,7,20111110
AUr2dQhSt6NheXBYa4uCtVBoJYCYjikTmkscCUmGuXs=,15,27,female,9,20111111
X3f7QeeOhzwQm3AJ/WDVhXqdCcuugB6+BH6p24FOh84=,5,22,male,9,20111112
UWY18i2zYYphuB9Z9At+AYkbrORxe3YRoPGhSy+lBwg=,1,0,,7,20111116
3SoUV5DKDjPuKNRdZcZmlvWMnjh2H2nvVYofnCer9uw=,22,47,male,7,20111129
YKcJb7wwTjCX3R4D7YWljX7WrUIKI443R7u6JEPyT4U=,1,0,,7,20111130
DPTki0tA8UGj8LASFE7GqPQdyI8ECl0ios5IXSWRGew=,1,0,,7,20140710
FG4rv48Ei2+r0xX7LeJ2KyuprNrO5nn+VTAvScW5iMk=,1,0,,7,20140715
7HGEEcedeSdT3+5PrunUHwVQHPV9Od7r11n0c6OvnXM=,15,0,,9,20140726
YsxuBShDmb9Unp2d0wYF0zsZ30XgqvKpOGCyQpkmzlE=,1,0,,7,20160708
EIMKRKLqh0GI9RWPjPjn5T8lXdmQI4yjWJ70Y1TRpJs=,13,23,male,9,20090416
kjHo6iwzVCWCh6TGpVv8t1tq8Z2upR2HBx1Wjf1ILXw=,13,23,female,9,20070513
ec6zxdy1jerUXR8L8494uASn44FnYJT/Zz32usRStSk=,17,30,male,9,20070525
LSKk73g2vMs8zXCEv78T/v0kYwiEuvSVqIWYAY44zqU=,22,30,male,9,20070529
hunbtjAKvUWACDlo6afbIfA4+yRiY4nlKCfMoHnXrF8=,21,28,female,9,20070601
hjjbGnO2aATqKQ1+3HwMoXA575txynjzjdV53GC33SI=,1,22,female,9,20070607
e2fOQkhJrGRUkYV8ZhLrKZ+IE77RXt8f1zMPaQN3sDs=,22,39,male,9,20070609
IiZXWKv+vEr2bx3qlrCKxr718PQ9BCEdTkGqn+6OLNs=,5,24,male,9,20090318
aACkimb9zxWeCYNWor3688zsZ/WpZ0cjakZu6vYUidg=,13,26,female,9,20090423
gH5+9ro1qRt+WtlQgcFZjZPATT49EQzGY52ACS+BLEs=,10,36,male,9,20090424
UlZCAUG+UPVAMYYxiWYaMINWpnundJEpcHYN7TokvsQ=,4,52,female,9,20090426
uoKrE1jOeqZ6erSxYBIx1Lyt7pgdBEwy0uw5x8T6syg=,6,23,female,9,20070609
Z9rHOqUJSBTxFiq+kxAIf8/8LblNkxqZv+1Au1UOlZs=,4,23,male,9,20070609
COGwXnVeoXB4rNiZcWzvRPUlEeNs7q0IcfnLpymWEF0=,15,32,female,9,20070616
tgDetGtcMVx8UoGXVRuTaSxkQ5B5O0LqYszZayRb1Gc=,11,31,male,9,20070617
Q9sQOyMe3pI6+pJ7E2MCyJtfuTO7e9csaO0+em6dALc=,9,20,female,9,20070629
zh7ILtzyezO68CDxhZYyHxOl+jV0VqxZjzGarTT8dU8=,13,32,female,9,20070630
JW1ymovBLPsihy7Z1n3JwSrO8TElmh58m2Cffg7pxzM=,4,21,female,9,20070713
b8VLP4vetYe1eGh80WOV5Edp2c2vwp40nXBL5/BYa8E=,6,24,male,9,20070715
Pwj7+wwXOv3QPgEisYsBraBzyoiwyTfnIMXR9TiOXQ4=,11,25,male,9,20070715
70opkyQLIU2sIycbMeuUJvAISs4dd8ZnyuXV9MyUlKY=,4,26,male,9,20070716
51x9q4UBhjwHNxqaHjLO9sdPJ/4RAXX6yzQa/MJoLBE=,17,26,male,9,20070727
RkYHhaWprgD2J7sH8c88gMlimj1XBodRZKOdAxev+Io=,4,24,male,9,20070812
AB84UzljEZgyzc0sE6SwsuIoSk/NhjoW1DOyhjQnNHk=,15,22,female,9,20070904
DGpFQmaWB7db2/mu2aOIFZlUqrffD80OrzShhPK8VGQ=,4,46,female,9,20070908
rR/OvCZfRztucjCwqWG48xKzDYCXR+OZmQP5/SA0be0=,22,21,male,9,20070909
Wc2ryHiIAjqxxFTWsoRepH4uKyy/sBlPOwJC802hZzQ=,22,30,male,9,20070930
U0QPp1oiVC75kZpi3WV76dCzCkKbHArVeabc2+GEbHc=,13,26,male,9,20071119
uYemxgEtwvlROc0Qs94TUh3aSQ/kaavmmUeWL+ZsvSI=,18,29,male,9,20080109
6GwrDQs/N5/XIR+VGfeJDYJlxp8rJ8/Ngll2OXxTZ84=,22,43,female,9,20080121
NzmlmpBDHcO1YK5WHS+Le3cPOPub+lTjKQRdVaQL6Cw=,1,0,,7,20130924
W8vW5XjmFOADvNWmH5Yj2PzgCD+40ro1lTLa4peKqEE=,13,27,female,3,20130926
4xWonXydY5fjbiQMv8uiMmpOjLVyopfRxy97LcMssJ4=,1,0,,7,20151109
7k1V2gNJA/Hi+jao0PERyU41Gi1Pe1FXV6PdHDfIDeg=,1,0,,7,20151111
aQOtHlsKxxRbax48Hz0UuICotjTLNye2I67AaCAxzpg=,1,0,,7,20151112
TuPS2VZJJgHK4bR4CoHu53/xWg9zh2f+7B1JSSo8QvY=,1,0,,7,20151112
U3VJ3X19flCVaQQE9eaFWNgiV6d6sDmgS0aL9nQ0czM=,1,0,,7,20151113
p6/bQjGG58l3YDGUJFKrpyxa7qX13iLDebekV1Eap3M=,13,26,male,4,20151117
njT/ogxtBvZ/JemJ3o2QfF3VoEZQhNC/6Mv9XeD5HSA=,1,0,,7,20151117
rmthd0L6fyDL1qxXNugD5HRCmxizX+QcdhZozabNgBI=,1,0,,7,20151121
CRYC62znWq3cFXP/7vFSbQPP5yxDJ0SedSaGCkJFepQ=,1,0,,7,20151127
wmRE1uY2TgRL5LNR3TPXOIXduQ4L4ydi239jYIyn/ds=,22,24,female,9,20150531
oB3W/CSjdBVs4r8+aeaKpsu2gXMhONCrmelytyNiyoc=,1,0,,7,20150605
U1uzczic1EOpGOQOp6qxlbmsoMNTkKEFX/zFW0E+GEA=,1,0,,7,20150610
HOv8dIhFDZe3SBlI2IvPJ/EQWL+xya+5k3yQvsZ84GE=,5,26,male,3,20150617
8N29biUBOH0Kkp5gUl7eUEuH0oaZuQrh1AtoeVjypXs=,1,0,,7,20150617
gOmC9lMfn0pTc+4rpDknI5vzwT6JQhX1Pi7l0WkEPyE=,1,0,,7,20150625
lVoQfwCqvncJWA6RwdFA+cmYKdq8NBZ6WJDOZcfaVR8=,22,32,male,3,20150625
56DNV4K64mENrAOehCJRJ7kHvisMQFS/QNwQcvIWtTs=,1,0,,9,20150627
oAuZukyDjQyeiC8KVgmOE2EDkxjB3GFSOIuOIvyw60Y=,1,0,,7,20150629
5wgNh+C1zQQ4t1GAgHWeU3/ZF2ViwlAoxo/Ozafz9hQ=,1,0,,7,20150703
Q5I3A3PZCscHeEvAHvLPijvxfJlX/2xUKYpq5rfWFe0=,1,18,male,9,20060508
clEbar+PjZfPt3A7LY1ybIwolDi+BG8tpEI+xS42UAw=,13,34,female,9,20060514
eUufOdqpdPQ/WckWqmXjrDgy+Cs4R3XXDeK52vIdEIY=,13,38,female,9,20060518
L/s4R/Fp5O06QWqbITZRiNrKY7dhAzIaIrmQu23ZIW0=,6,36,male,9,20060702
/ThgqUsCkT224JlA2JDaRwJ9p0/nqoYNTl7mZz4HKus=,14,23,female,9,20060710
N+ajdooBl4+ggFIh8WglYS3+uX4P/Ys+W4oap+reVX0=,15,36,male,9,20060802
d3aWRJ8KCQO1//Bkdfw8t3AFtDFeSgBHVEb6aPNXSKo=,5,41,male,9,20060818
qHXDOtJ1sLJ4WBNA7iEZQCb4XGBC/Xs3BnPAeBehf5Q=,13,25,male,9,20060821
SSJnzsXJ6rqjZJ+hkqnbWEcemvzZUlbXLXV9/cpxfIU=,5,27,male,9,20060917
4bE7s4+fevqdxVLIfNe7j9IN1gWj18rOOI6BNFx0p30=,17,25,male,9,20061025
R9dNI07fn28BP6ZEt+VU2QQs8BZ8fzh/sF2neNsu9XM=,13,29,male,9,20061031
MM3DEbrlwKzl9fdI4dAj5cp4/2B72uvGtppNYH+RjFI=,13,25,male,9,20061104
jF/c/W+nGMSLUhwwDf/dVFMyHdHum35ZtmcQllbJnI8=,5,24,male,9,20061110
