msno,date,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs
xFzTZGWd3VME9wGmlKt3m+brt2UNg47KVDZYkH0zi18=,20170325,0,0,0,0,145,1,31423.095
JPeTY5BU1tNT3Yzf9BkoS6b8sYpvahWG5Capb6jFBeA=,20170323,2,1,0,0,4,6,915.504
cjnF766HBqbWvrUPQZf07b/RVes6fypvzGX6tkJA6e8=,20170303,0,0,0,0,3,3,854.307
WVXES+yfTK2+WPVAYdY13eYd5WJer+Ib25ljlR42/Bg=,20170318,1,0,0,0,2,3,495.182
5Z+N3slhqd8+IhmCpFqDJ0+dd8MvyzUaecmgUkseyHw=,20170324,1,0,0,0,6,7,1686.047
eVvwXyKsTwbDIZ2M5MJORHyPdj6R4pR36m/R+oDbHBw=,20170329,1,0,0,0,8,7,1647.878
QNhnGs1DJOOk54ILfFrwKRYSPwtXlY8dH5P+k86PWVk=,20170303,2,2,0,1,2,7,876.407
9QK9HyLnotl98KY3IpfG3StkDLO0Ir4/X6NvEbwMby4=,20170310,5,1,0,1,17,5,4572.367
7eylJeuv0rrThamW8NDpKydr3ylXxy9yjFJRNzwb4OE=,20170319,1,0,0,0,1,2,212.874
7beFkZybPTT49pgF+tir4V0dY14+jWncKLRkrCU0kH0=,20170327,1,0,0,2,3,6,1201.187
IcnNoMvaMsZ79pgHp3vGBllKxlvq5cw/HzbtokeSBr8=,20170319,1,0,0,0,34,1,6308.232
elR2Kml4tleRssTGGtK2Oq9mfFbsjH75tTbLqDhXo1I=,20170313,2,0,0,0,3,3,899.735
+ScV8jUlWkD47cZjJDO5w2OcFa+04IOyH5cGujZfr6E=,20170309,4,2,0,1,8,7,1995.965
Q9wvCtPeBqnXxHABFOUevLpSD6ladYg27SNCaQtuBJ4=,20170303,1,0,0,0,4,5,989.135
RSfjfo9S9UFGNN1AplFqSdYdykccUbICVJuG9ToXOdA=,20170323,4,0,0,0,2,3,449.658
ToDJLlsNiQcyYTfDruoJDb9CByNUSCpMKaGX7ZHDbTs=,20170327,10,2,2,2,5,6,2713.214
lrOrZSW3L+ioRSCyGyAUHUWXcgp+vDrUxb+KvLjefvE=,20170323,0,1,0,0,2,3,463.875
nhf3sA9cOmBmjdLk3/ZLgu8f+aknYXoBK7Fwjrilczs=,20170330,0,0,0,1,9,1,2182.513
F1QTwK18eWz457G7yU6Pn4FwBNZg941wttcSNzY7iiQ=,20170311,2,0,1,0,3,6,1014.803
AJ14u3L3jexby250p+2IC9CKUHtBdY1j+5aAITPAxOY=,20170327,3,2,1,1,5,8,2089.383
/u20eLhonarmuNEkcJbZMXGPYbglQifHJOJMBGwS5yA=,20170315,0,0,0,0,1,1,262
ow2HgT0cXqh8YnWIDV3s01SEjm1lh05pw4lpEJCPvUQ=,20170303,0,0,0,0,1,1,234
x1b49RMTofD1/Wrgv6e3+Cv3wbS+WZfUgimA+7K6PA4=,20170309,0,0,1,0,0,1,179.188
+JqGb9KhcvuXE3NJBfRpXJjYoeO1Nnqe7ktRY9Sg5Wk=,20170329,1,0,1,0,1,3,436.332
ZeHHQxHgIuA/yTfCfI9713kDakvZEXzWJW9WvIYQKI0=,20170323,0,1,0,0,3,4,772.253
9218hgozWBKeOVdPTi9Xtzwwl6YTRvl4jaCBn70bfIU=,20170315,0,1,0,0,0,1,109.531
8923CjVqVznWWd3nGc3NmhqLCcgnYTqvJ0rJKaDNPLM=,20170324,0,0,0,0,24,1,6714.096
/BEnXVPE6KNuBAfnbBAyv+lA2d1zYYs7gnfbwmuo33I=,20170304,5,1,0,0,11,4,2669.684
wIqMen6+bGr0o5uqo/ZhPM+giCDy79AOkr3ZjLdbiC8=,20170316,1,0,0,0,1,2,279.04
4C9qH25sS3kx6BC3mdYGGUTzCraO8/cz5tip7vk+MXQ=,20170317,0,0,0,0,1,1,272.137
cNsLEPoh3aODLH+0kST06qlTlOXGI7CAq4eTq6GmFyw=,20170331,0,0,0,0,1,1,233.952
fU/0IA1AY/GYRUQjRcSBRsi63fk1ElLBH6cnmYjfqXk=,20170307,0,0,1,0,17,1,5011.095
pZ35o5tTQo29sQfBSraCzSM4kmhM0E+1af1KCPUvjo0=,20170305,0,0,0,0,43,1,11534.034
/rjMIbb/AereX6wMYifkKRTU8I2iVFzKAaSB4vfFnr0=,20170317,0,0,0,1,1,2,501.29
f0KWZsEcxFh0Let9cw959/X4n5PZ+cinU31QgWpeNwY=,20170304,0,0,1,0,0,1,172.826
UL9OX8FzRKXoJm6nRThkmtKFVvKmHshHnwRl5GxcQio=,20170319,1,0,0,0,0,1,63.504
WaaxpPjUz0gWYrB27zItukympmEUqDzYuf8RArG0uxc=,20170324,1,0,0,0,0,1,40.568
oZZjGE1Xg2MB1ATqT680FCh9sqmpbu0iHav82idWPWU=,20170329,0,0,0,1,0,1,209.6
IjMZ6gDZCdT+lc0E2jKgegdjGAPcvrNK7zg6OgPjst8=,20170318,2,0,1,0,0,2,175.659
2GJkyMF8H7J/zP0fdhQW7zwrxdJyVqIwqVzb2BdXIvo=,20170331,2,1,0,0,15,15,3977.742
c23P+wqXUAhUORdu2ztC+rGj1CIfxssfUEzPC9ZBdv4=,20170331,8,5,1,2,20,24,6138.331
9DOsJdP+Bq4xVG2xI0dwuGAdB9hwKfl4hXVTGt+6zy0=,20170319,4,1,0,1,127,127,30004.902
0CY5BEHfh6+8IPKsABmn6Fx28a8fe9GcVHl3gN+Yq1U=,20170319,0,0,0,0,255,148,47791.071
mscOHkuAFX+zw10KikMUUFD5y2/I7gM/Tl3tGXjvWR0=,20170316,3,1,1,2,75,66,20115.153
svhhSMFyk96w0nDN4tUfswtXxdRRMJ0xWGlxwHSIzg0=,20170312,6,5,6,4,57,76,16092.213
FBC0LeiZXBc7MS6mGFzrL1vZrndOfIwUwsZblHDC8SA=,20170312,0,1,0,0,99,78,24755.929
z4iEFixTqV/fYKFv2tCkZU0QNtAufHpyZ3q8IHHrtSI=,20170326,4,4,0,4,16,24,4500.041
7a5/R2lkxDNxNb/jjgzaUQQ3UXqME+cNuRLA8GTL1Xc=,20170325,8,3,1,1,144,151,34972.359
/PAE2O/GiEyRWuXYSZeiuLQXIIntc6GZXnwawfq7qq4=,20170322,9,5,3,5,53,50,14706.139
UVK1XDM1YP3q1skneBJuKNiip3okwk0t/eHCa/wQdSE=,20170322,3,0,0,1,51,52,12170.714
VmbwjybiqdNcWk2b5HRlzSICkXsh/PW9TvfZH4+K2pc=,20170304,5,1,2,1,74,54,20016.577
UiZmM0EtqTJgYPNQHgdxq8+QsoX4rbrkg2hbW16noJg=,20170329,0,0,0,0,58,15,15523
TgUPUOIO9KDwyNpl79AcmoDvaHA5Hc+CWbh03eFh2BQ=,20170305,3,2,2,0,53,52,13363.282
RTVcE/GFU2dv27UXr/s+wutvrwD/K0h2Y5qQiJ1KDkE=,20170315,1,1,2,0,9,5,2846.729
8uwLHxtkgN+pb6YIMhLtiv7ptJfgYVC+dGB4/6mGitU=,20170315,0,0,0,1,16,4,4300.579
5jGoNyY61B6gLTwF6T4K0DQzHfqTxmmt6EvKnqskSxI=,20170303,1,1,0,0,15,17,3253.22
HiQl/p0CfexsX7iEbYzcCUHptMFRBxzWDrtrheUa8BY=,20170309,4,15,5,0,10,29,4352.036
m40NTt7XHbAVwCI4y6TYH0XBJdPeVVpBUSKT9NXP7xE=,20170301,4,6,0,3,157,160,38513.609
2XST0lzkGU144x+VkXxO5DDAiRa5vJmRsNIUpulT7eQ=,20170305,96,6,4,3,151,193,39609.29
nlVNHmGnf5QQktcRoqgCjSPeoMvQ50gYmqXLY8P7F2A=,20170327,3,1,0,0,11,15,2879.073
EwSiKFD0IgW29gY5wLQ1PcLmYCYalBaQKaV/N+hO+LU=,20170327,4,2,1,0,21,25,5877.156
sam+DTFASJq7tSDP4aR7HSfdoo1fvs0T5ZyEL4pWYJE=,20170316,17,5,7,1,121,128,29744.435
eYHtufmtPWVpYiZq++AqsF2vIV6jTv+JFLHSxV7Jsv4=,20170314,13,4,3,2,146,95,37768.707
3BFfnAFe/6/Zj7kgStFrTDuzS7F6yoP5rNSbRAU7+/w=,20170313,0,0,0,0,18,18,4166.555
JFtp9Kpkz10GuHBXduLuQwQeV13ICAMIUvboz0TqLOY=,20170314,2,2,0,1,221,140,52277.563
Ab4By0qImaG8Tt0LfrM018pdgxxiINxwmdZyTH3aKa8=,20170314,102,6,3,4,29,132,8846.427
qInqBjK6oFrYLbfUM1oydQKFMuFrbPmuKqUqEgdc7l0=,20170314,3,1,1,1,232,152,53326.021
4o3ZlkMvmOzT8m8cnXgK64Xadj8DK657BFK/GyDDK4k=,20170307,0,0,1,0,34,21,5455.125
D4Z48zPTwEVHK9zRgl7aPioMeSlOK8i4NhTQXb2v8+o=,20170318,6,0,0,1,37,41,8905.637
ESS3yRyipEQn9e80SSM791gMq/CHXsAGSwqm8BShJw8=,20170317,2,1,1,0,18,21,4815.044
7kYnJd8cEDpKlYHskmj1MPqquxTTf0PUFE2fn1KP/C4=,20170317,21,3,2,3,83,98,21029.91
rmPFTj4HxEKiRR+AFW1uF8DT5dMVM+J1pH0dfzHdzKc=,20170312,0,1,0,0,11,12,2922.977
l2mnm2LuPE/ZExuYOk7QRzoiVmX/Nck1Ii0ZGGWISnU=,20170312,45,2,2,1,51,71,12208.906
XW839CSZNF2Fb0DFNWzcywLUHkOj1FVOnNW3k4+veN8=,20170326,1,0,0,1,9,9,2921.372
/NVA2RLphrboTUQWOwhusZq7rMu2K+cK2Jzx3IXS7rk=,20170324,1,0,0,0,15,15,3830.57
w3FPue052LzjHZxXlSjvV3VQ2+ZHKLLj/VNsK5IkzMs=,20170330,0,0,1,0,53,54,14975.23
ppFiDddJs/ExN7LwZHbHVP0GaPDAUourQAWB6uVfNnc=,20170319,0,0,0,0,83,83,21073
loyhoHSt5+nBpttNrk5h0R7/1lKl8up7EmWIdOJBhOI=,20170310,12,9,2,6,82,101,22748.821
b1A1vY0Sc+MDEXb19r0Av36bYdcILrnGnlQMKr55hw8=,20170312,10,0,2,2,181,106,41664.919
ocSgtVqsD58+Dh7RXDrc8tUgIc9H+cPW76uxSHsInOU=,20170322,7,4,1,0,35,43,8587.218
/cfDv9lKaLPNrXbN/CHdCSANYMvCUMhncGF1L5KZW5Q=,20170310,2,4,0,0,71,66,18349.649
bwhBTccqYvRcPHhhb1IcrJzrK2iEA0B8ZP4icwEqOp0=,20170310,1,1,0,0,143,88,36227.416
hYadPrviIQlrIjxCwagjT4SnENE8lITpFqgClL80FwA=,20170320,6,1,1,3,42,46,12139.437
mxkxtowwPTO6N5B5pn791cHuSfaNDBl1YjtnGcdm82g=,20170305,3,0,1,1,7,10,2179.473
Q5bdVyQENv1FpYfqGstx5STMJt5hXuA1mTtePUA8tNw=,20170315,1,0,0,0,7,8,1494.046
ZT5YaO1sLIhOeF2B6Dl+psW00WQtdT3yDsOAS3IEiBk=,20170325,14,9,1,0,21,39,6488.058
YJ4EvLpafxvoooxdiIgH2ewMOn141imnz9ZaRbwWsrc=,20170314,8,11,4,0,10,33,4100.692
KOvKR8brs/TiOc3WWSm37Ode4AcVJObmTMboaqwGUhc=,20170306,0,0,1,2,2,4,1191.126
GKoeNrzU02aqBFsWK2Vfa7cAj19l5ioYBVGKZ84wsEU=,20170310,2,1,2,1,58,60,13952.945
MHZf4EqfEbo+drq/MWbmp6JiZpsnlDL59i6IA7lMyno=,20170310,0,0,0,0,8,8,1938.373
n9VH6UZY0FNE3c5b+ROO6AS7SnxwlMx4fIC6mfdTvZM=,20170305,3,0,2,1,57,51,15116.125
VtJq7vwWH2oVCykhlkbwOHRmJN6U6paWx1AqjPfMrL4=,20170309,15,4,1,1,82,100,20246.523
wqZfEDIwDC+s82hsRFk0IEc3eqel///wc0nQNmSTGPI=,20170327,10,2,0,2,11,25,3429.818
r8ERKKdNpdw34WYe+oDPkji3c+Mo8USOD+au177OgmI=,20170314,30,6,3,4,60,82,16952.425
7rHZfA3xruC54xLat6kPHJVG5CXDukxvSFqb27QjbbE=,20170302,25,8,7,5,121,112,31652.176
YP8RMatZq78mnQ1iHu94D+TPtRJhSM5vHyCAwkIS87o=,20170317,5,3,1,1,64,65,16429.118
FnY941cudD7fO4T4xDNUWHcg9JN5yLag/pYhNi96X8g=,20170318,22,2,0,2,87,80,24037.791
ajNiBCpQWxQXt+t0Rxv/NcPRnuR0ZGhnqvq31tGuPUU=,20170319,11,1,0,5,17,33,5307.026
Jdl1VsMMrmvHEAa5eEWX5XTDvOQZ3sBi2UAnutdn5gw=,20170317,11,1,2,4,63,33,17311.434
lX8dwrs26LHUb6K28XKyyALoxWB539/ZOq3WTTXMhjc=,20170322,397,72,23,11,32,395,25812.288
L6L6YKeGZmOl44fNFyuV9nfi4ALpWVWqROvQUZYdrMQ=,20170323,4,6,1,0,153,97,39802.015
LOBTHtxh8DBTE7pASnmkZMnZG6ejrasAPN7cQuHLBv4=,20170310,2,1,4,4,18,20,7076.906
QwvWB230XBjLuqOzP9PTNAbWLemQLSPqmP1hYvdEZiQ=,20170310,6,1,0,0,30,30,6938.668
9zjimgBl8OZhbGxNkLjk30WlO00VqpdbDBGpY6LG4sc=,20170329,13,5,3,2,21,37,6804.195
SU6enckd3OJmQpIeEBjYxD3joPSg5rmGrbq6/CXdeKs=,20170303,2,0,0,1,160,154,37053.382
26/7uYmJ6atFBadmy7IpkXr2TdUequaGzkACpImwkSo=,20170329,23,2,2,0,13,33,3669.08
M58Qsr9VdOvCMkcvv/+NEkf1VOaU5KNC++a3yHsaAds=,20170316,5,6,2,0,23,30,6915.523
07+WdBz03ZI3tMD1aDPpRQ2Nug6WDwzpaTN0FOqhsEs=,20170303,19,6,6,2,188,174,48391.017
70WPRKo/14AaMAzX4BEgdLus4GHwiccCMW4ZggOihNQ=,20170302,1,0,0,0,102,46,24889.53
oVIZQIp0piBkIivw7ybw0e9APv6yk9pYH4aSZPxJnNE=,20170318,23,2,3,1,37,53,10344.279
rEUDeFieOfUQACfitt44k8GH11koel7UxJBPYk4UJPc=,20170317,0,0,0,0,16,15,3643.215
56+l2DN5UN0GR8KcyOsPZB2/OZTawxZrfeVS1BnDjSg=,20170311,13,12,5,5,128,91,33355.477
yp3LxA3rpSMN6z8KrnWFpgCTSdRTNnbBx2LBiauWrZo=,20170326,3,1,0,1,0,5,399.935
wMmDtbikrFE/ua+kTnsA2ws19PK3/xjDqBoN+sEr/PM=,20170322,10,4,0,4,45,61,12348.306
8z/QZ1JXBiZYzdOwcvQGOQX15MJnpLlU8z+/YxY/BI4=,20170310,0,0,1,0,43,43,10430.082
G1euJPyaeKjhtx5FNYhTJzrh/kgOXBLml4oyDTYfRiQ=,20170310,0,0,0,0,10,9,2623.228
em/KMt7bezbtHjWrq5e+fNysPp4sacXuB65dIIWSva8=,20170316,0,1,1,1,42,13,9458.267
wxlXYhErGV8DCtFKGEHshpc/plYPeJCh0is16o6Py10=,20170301,0,1,0,3,42,26,10657.763
fh9gqSgAFqn1CC82uakI/MaWgs4LBx7Sil/zQ2c8YlI=,20170301,0,1,0,0,29,30,6873.128
3uDD3/tSS43dYLYUtVVYUFLw1JWRjc3NNHFTzlEoqcY=,20170307,1,2,2,2,37,29,9700.089
Hs+j4FKRP5pBxoMOZRlBmq30LQRzK2Kasnvbp+RefGU=,20170310,12,16,13,2,14,48,6812.995
cRqgO+L7dO67H65wUO9LzbLA3Ylja/3TpoVk3RVEsE0=,20170305,2,0,0,2,73,60,17949.068
yzvoNdv15DQ/NjvabRLhq6PX56PyhkrxeZgIV5RUX/0=,20170315,1,1,0,0,113,108,23947.908
O/u5SZKZ4MWrC5wCZoqqqzxlvMne547fybR7dvqW4DI=,20170303,8,0,1,1,20,29,5700.595
tdncyX8MBQFLxAqSE9IUZSEHMiHaAm4eyuM36n/Zix8=,20170308,6,0,0,2,11,16,2787.553
L3/MaXMG/omGF/CiRfDuQLoXOFHMOZ4aesOoOPP5VBQ=,20170301,16,2,2,0,24,44,6520.212
3y5KSExUHSeI7wu7Qnxp7pdjZT881OgvDt26IzHHqVU=,20170317,11,0,1,6,49,49,12529.176
ej0ee7DAmomF4K9S9cOs8wpzXNyeG9uhJZZ2oNFrSjU=,20170312,16,3,2,4,128,80,34229.496
qt8yJf5GBf6se4Opfc9vfryhJHP/FuEJEeT87PdhlXg=,20170324,5,2,1,0,67,48,15625.07
/joYTsWbjhFL/WzTV8K077aFtynRtrdza+gBzxSIl6s=,20170305,1,0,0,0,68,68,16289.144
oHzREIs9dgC5QEDsAi4U6XKGXlGL+qVkjPpiIWO/kFk=,20170316,12,9,3,2,19,34,6332.662
AM6GqJ865KQmSyrYM5lqLTMAYCuz36bwK1L8EAKvKvk=,20170307,0,0,0,0,94,93,24518.055
VOmvnnlk2j+gfjQuv9NHgL7bExfZyHr104RlDIBNrmw=,20170327,65,4,2,2,25,76,7392.025
lP0rsVTAV1HEZcfNo4NLA9JYqzz1s7w3LKmJag/oKn0=,20170326,6,2,2,4,46,57,12730.136
dhaEdMZ6+uICJbCYcb/KmDwjmB0TlcZ3RQnTbHR5ztg=,20170316,13,4,3,4,47,46,12853.145
BX50wa+HNEsphe6VyNz2sh+7p41cj0Ty80r83tgaMr8=,20170315,2,0,1,0,15,18,4189.571
+muJ+PxrwSDP5K8/1J9qFAl5FM6L7GjDfY23bSc1kCk=,20170308,6,1,2,1,26,33,7408.591
lF6K8JFxjdloGCsiw3f620NFwV3mISiRzURPwzM89ho=,20170317,2,0,0,0,13,14,3236.718
a6BolGTei5y+Y7vTun5j7CfJaRL2kgilzyAAAzqlc9I=,20170312,15,13,4,4,23,49,8685.135
b3sFEjIxH/r9/EXMoWIPqflom863pIHpFrmE7n+xaTU=,20170326,3,4,0,1,8,12,2767.703
bLMER2CPJb/UA1q+yvbDH/fWcFow0hUTvm+IvwlYCek=,20170326,29,0,1,0,52,60,13269.342
STrIWoaVQJ9f56UKKYV9YUQfALGzAyWbEhRZxK9Q58o=,20170331,11,2,2,1,17,28,4940.195
buaODlLF6Ii7dlYVCGU8r2hyhuVUmziDyA+Yvhp8fSg=,20170318,2,1,0,0,148,31,19242.577
yvHmEiqwq0JCq2fODdbYp0TRyMuRUCDDy0SdWanoO0E=,20170319,1,1,0,2,16,16,3911.603
6ljsUW8Bp4wi1dgVEvAOjIWUU5rpGhsk+nEwPeqCuQo=,20170319,5,3,0,0,0,7,304.133
ndoELcHEHgaKOx0/+5WP38gFKuTik4yoBP6dNsxdvoc=,20170317,24,22,7,5,23,74,10785.854
xxGA1J/SpMwNMJ5SulKE0UVaGw70L54pPDJbmjSeRYI=,20170312,6,1,0,0,191,106,42757.446
YBS4B/vEWMNPQNsiih3eUN+9qcMMKczhSd/JotteFI8=,20170304,3,0,0,1,25,27,6035.913
2nzaVsYpEJZY/UGAo2krP3ZPlQderp4SgT3a4497s1U=,20170305,1,0,0,0,221,37,57377.185
sOjpvwp5YLivDPJ0ps5NTNnldzm/75dpV8hqyeYCpNE=,20170324,0,0,0,0,49,20,7083.599
xJDiUOC2P1XlB0+g76OQj0SROHN6UVxvF1RAcNgntgk=,20170312,5,2,2,0,31,31,8170.774
sJ846Jzx3KZPYdx06fLOOTWJ6FVZD5ixCiuOGOLPzFM=,20170324,9,1,0,3,19,31,5472.249
0nfFizWOV2nDVaAQ8+Mu0SJmTTMH8Uur689tkX5TKdI=,20170305,29,1,0,2,26,41,7883.424
qHlXAe1jjzObRU02qLCLrgL8rAgr/PA2sCz3fvoz7lQ=,20170316,1,0,1,0,15,17,3336.155
oSNPyawbAIpv7Mv3NR3iZZRh8+ZyuFcEP+0l7ptr/0g=,20170330,53,8,12,13,146,89,43831.711
GfwyMYEkIqb/fOaorf5CigOC9Mcbx+jh0F0Oa4kSP2g=,20170319,17,0,0,0,11,28,2711.247
lGOv1Zj1iytpylDccB5WWX6jQF8jLbtO4osfrT0P2js=,20170321,19,7,0,1,25,50,6498.293
lTH3RFoRPYx/FLCPWzC4/1RFL5+sO5cbI6rJQbeCwBI=,20170311,1,0,0,0,8,9,2521.407
8fDJ2pAHjj6Us0XaNWLCZVb/EU8ElqBKbCyPNCgy1yk=,20170311,6,6,3,3,77,83,20758.3
N8TIZ3lGQDoNvMyYPgTgr/UmUzP8Gfeqq0tzIBRV6mQ=,20170323,2,2,2,0,21,23,5346.466
wy0lzzDvJuW4UJFa3CENi4YK0q4sW1NKjZqh1yLgnFc=,20170320,4,0,3,0,27,18,7865.339
vntAY4TWZZEXGNnhoXes6VQKCRyruXMl/N5tpY2m/6U=,20170331,2,3,0,1,53,44,13008.591
ET4mEjLruEh3VBXu32wjSQcY9U1I1DwJYG7gbkIpshk=,20170325,0,0,0,0,35,34,7268.856
bXrvhoU9/SCkmrCt48EJpSOyFf5dKghBrq0NPQF7d0w=,20170312,0,1,0,0,15,15,3611.382
TkreoeYmwOydbl8sPj0n/JeuTKS7uOfpqpJ6IRk4GYo=,20170322,0,0,0,0,12,12,2870
2sM5BpPIs+Ut8n4QwtEVHehTkNkAtcC28UQvEy6bTiI=,20170324,0,0,0,0,3,3,417.819
MaCnM6d8cjv605fZqfhzucf1qooJUZd/HszaJerNczE=,20170315,0,1,0,0,15,16,3814.703
8Pk39yxAT9rSgLiitKG/3BZMhu8Nyl8Xw2DpTJDW/20=,20170309,0,0,0,1,21,20,5080.573
T7rxDUclmM5Yil3itVnwuuUvMwj1eeGvxPepI6puA1I=,20170308,4,0,0,0,19,23,4789.819
JOVoDs3tXq6sYiMxz0I6XIiSCRsEcwqSjYMEShYWsF8=,20170326,0,0,0,0,21,21,5309.41
fHCzFqUvy9qo1JCQU/8IA9Hoi8IRNobWLalWnw3y1+k=,20170322,1,1,0,0,16,17,4225.407
tKSgZOg2MUbkdmVQ7s5kdf7VeXxf7QD9CXJHTKwhOb4=,20170320,5,4,1,1,2,11,1372.133
Jljub3Ygfhdq7D3s0nbvG3zndtMzWCdl8ZZfeH1P9zM=,20170329,2,0,0,2,19,21,5763.987
w0B5UhJzXjbku7J2ER4HooJ+nkdNQC44HGOdL89tp+4=,20170312,6,3,5,24,110,100,32053.572
0rFk9fK6RhwYSanFWClA2UIDPsjpr9jRPIUFM7XUXZA=,20170313,2,0,0,0,13,15,2950.357
8CbGCvqKVUjZ/PZVdaRT6RinfJN9tfAB3qmG60S4jts=,20170302,6,1,1,0,20,23,5204.753
KniSsdaFYHq+uCSZfEWQv4jOC21r5eFhuurBXhXefvI=,20170317,0,0,1,0,32,32,8165.462
jaDdqTLoakcD4oq3BWiSQycHmG2liUXGRRn7B1M+1EA=,20170330,0,0,0,0,54,26,14385.753
P3tCtOfM/yojWTh+52r7BWVAa7vHsB8R98pj1rI0djs=,20170304,56,5,2,7,22,80,8011.034
3Z7FWowTzAgHYKfJlpSeJoxZUKHQA+jfCxJf0gZEW6E=,20170302,3,3,2,9,18,26,6686.145
H9NxwHKRbvrw3i+IjsO90/eNVUV/8h8YQnI8Dp5d7TI=,20170308,11,7,3,3,29,36,7219.763
+JP4+ULKvYq80R5agQq32uiwrHnCpEqEWPmut6ZlJkk=,20170305,8,0,0,5,9,21,3822.992
hlBLXCJ6ZyTCkirrGGpI2vTXecR0vlBYc1d/QFufQUE=,20170313,32,11,7,12,24,71,10579.107
x/Pwt0YiCFFC+Bi/ok+vSyyjHq0HP/Ul4DKEfe1egGU=,20170308,5,2,0,1,2,10,1078.408
JBa+PJZQoC5KbJV0BYDQ61uNyiQNUMuQz4agB+Am/xI=,20170301,2,1,0,0,2,5,1699.211
Y0RhFojyMgsRBIVaUgDXCW/Fn/PWQLNj4LJjW4QYELk=,20170325,11,2,0,2,21,28,5662.419
3SoUV5DKDjPuKNRdZcZmlvWMnjh2H2nvVYofnCer9uw=,20170310,2,0,1,0,5,8,1375.11
146JjzP3tPqMHLQfHEXDbdKFHICzowqXkWO6v0P+n3A=,20170318,9,1,0,3,44,47,11936.251
8Z/XM4NlfKe9jUc9xOVBUehrN9VjaWecZL8mIR6snM4=,20170318,0,0,0,0,15,15,3031
7Yko5KTX7FRC1VN/0WIVsKbRfzHKR9fi0zJEAV/BEKs=,20170317,17,8,1,4,86,79,23061.218
G7PEwnzirBpOGl4L23fg0eIRU9brcCqVR3EJ5NYE1+k=,20170323,1,0,2,0,42,43,9707.216
twGlualzSs5W9GywV1o7LKTgTk2eSwN/eXcRVeE76KQ=,20170320,1,0,2,0,80,62,21008.899
82HTkGqKxnIEedsq56P0AmMOr/EaaKBLGiHcg4sg0O4=,20170302,10,1,1,1,55,53,14117.085
7KL1uABRTygvqm2Dx3rm0BWE/u57dDxaGcyIcMzBYwk=,20170307,15,2,1,1,89,102,23137.098
pCdatJvET3Q3v/+KOqhpi9lW4L7UspSpgjWMFC5Uzlc=,20170308,5,2,1,1,20,21,5109.425
qtLseUvepL+pJumqXxDrShwVGJsjsaf6yWLGnZOpHa8=,20170301,2,1,1,3,33,39,8932.92
jFS7/7FNUPFSMiu6p2l7wyZY8CH/Z1TdCYOAq5+lAf4=,20170307,0,0,1,0,7,4,7226.674
7hakkqfmEF1HIF7MdOHHaBj6/ikwKuelm6T86UAUjL8=,20170316,2,1,1,0,8,11,2239.577
qTgPTM7pqeO94GfGqW6bNhR33Xx8crARRSAXDe6cWEo=,20170313,4,1,1,0,7,12,1819.452
CJCiEIyP45n46Qp/cyxlST1w5PulsgjXh6uw2dVS290=,20170306,3,0,0,0,78,81,19387.66
DnNQMBZ3/53swXuIvD+urhbJ//xRNf6eHrTgOFjbC6o=,20170324,0,0,4,1,104,54,28250.84
SwlrSivYHoKF9V5wm1YYYAnjHpd9y3OPjI9rDUhGJ3k=,20170330,6,0,0,4,11,13,3646.528
TLsnUJRo42hNkkCICT9tVgeecB/JzQTQ8ADfPfcoDj4=,20170318,0,0,0,0,15,15,3134.397
b3WL7xOSkLFU1cnzvVMSmi/q8W8Oj9QuMNSimZQOiGw=,20170326,8,4,0,0,34,39,9203.349
t4rE15ZV9rlKzdUWw3qpccfXw0tFzB02Jtm8HC+VlE8=,20170324,2,2,0,0,32,30,7345.572
wlk7xvKYSqo+ltiKtk59mp4Iq6URVlG32XHOfvg2sA8=,20170304,6,0,1,0,18,23,4346.324
NLR60BL1tDfZZsbPGePR/7APW/WNkLITsz7wI4Fnn1E=,20170328,3,0,2,0,10,14,2700.293
v4GCXpshVenXTz6F2tLY8479sUtcgtNTongHPbppaLA=,20170318,2,2,2,0,10,14,3235.305
bWgSts2euBFqwGyw2B++LkEIcVXXLkARXOJjxY5x1q0=,20170318,2,0,0,0,2,3,516.004
kjw2uOG8B/PXVnd25UvcmeXv8QrOconMsHpDBWpWTY8=,20170331,10,3,3,1,17,29,5237.09
BVXtyoVBK8IjYnxvW0X+usUnotTy79fG41Ojhw+TTxE=,20170324,0,0,0,0,6,5,1624.901
bDR3Boy7xrDR6ABJjCGMMgf+kdVswEddmCyuJ223ZXI=,20170304,4,0,0,0,24,19,5855.255
gMwciqHlKLAgS+DQGJFBnDd621X4T6M/PT/Lh2Dnl1I=,20170329,4,0,0,1,12,14,3245.961
mEG6i1QtrpS36feS6hEvV+VQ6XqTbZQ2ZHhJwltNezQ=,20170304,16,2,4,2,68,23,16930.712
dtrJM9oMaUnBSCZ0E5DhowOfoyxEj000mx7thVJMT1M=,20170309,15,3,2,3,52,64,13689.377
VwdP3dEFYM9s5VRX5xNiVB39qr1W1lPoTikcySnnqhQ=,20170306,3,0,1,2,41,44,11467.67
MkW5XhKL+ukLwN3QT1tBEAa4gldll96Ilp/XoMVzeNQ=,20170320,5,0,1,1,8,15,2266.858
vieI3weeusLXHDgiz27L3wiyiQGcbzpBfyiIuXXnYII=,20170304,7,3,0,0,43,37,10245.552
JJaIjqLADfVSr1jHVvBYvol+DC+WQHRCuPtPa9O7v7k=,20170325,18,1,2,1,19,35,5598.837
